cliente_id,ingreso_mensual,score_riesgo,monto_solicitado,plazo_meses,tasa_ofrecida,tasa_mercado_referencia,costo_fondeo,acepto,default
11530,2102.99,0.3806,7600.0,36,0.1653,0.18635,0.0425,1,0.0
11531,2443.83,0.3827,4700.0,60,0.1981,0.18635,0.0425,0,
11532,1450.93,0.8012,11800.0,60,0.22,0.18635,0.0425,0,
11533,4145.58,0.1011,35500.0,48,0.12,0.18635,0.0425,0,
11534,2730.48,0.4358,11600.0,12,0.1687,0.18635,0.0425,1,0.0
11535,1206.91,0.7463,3900.0,24,0.225,0.18635,0.0425,1,1.0
11536,5623.14,0.0872,14200.0,60,0.12,0.18635,0.0425,1,0.0
11537,2089.27,0.2854,9300.0,24,0.1217,0.18635,0.0425,0,
11538,1079.09,0.3585,3000.0,36,0.1276,0.18635,0.0425,1,0.0
11539,1249.1,0.8547,6500.0,48,0.259,0.18635,0.0425,0,
11540,4516.82,0.1471,25700.0,18,0.12,0.18635,0.0425,1,0.0
11541,5445.5,0.3499,31100.0,18,0.1637,0.18635,0.0425,1,0.0
11542,3464.56,0.0678,8900.0,60,0.12,0.18635,0.0425,1,0.0
11543,4113.96,0.1751,11300.0,48,0.12,0.18635,0.0425,1,0.0
11544,3886.24,0.2525,16300.0,24,0.12,0.18635,0.0425,1,0.0
11545,2695.62,0.3413,21700.0,60,0.1255,0.18635,0.0425,0,
11546,2375.65,0.3921,13500.0,36,0.1676,0.18635,0.0425,1,0.0
11547,2670.25,0.5367,6500.0,18,0.2221,0.18635,0.0425,0,
11548,2977.08,0.1187,17300.0,24,0.1256,0.18635,0.0425,1,0.0
11549,1312.04,0.5707,2000.0,48,0.2215,0.18635,0.0425,1,0.0
11550,2970.39,0.1685,20900.0,36,0.12,0.18635,0.0425,1,0.0
11551,4444.35,0.2707,39000.0,12,0.1359,0.18635,0.0425,1,0.0
11552,1765.4,0.7371,6100.0,36,0.2268,0.18635,0.0425,0,
11553,1663.81,0.6311,8200.0,12,0.1887,0.18635,0.0425,1,0.0
11554,2578.13,0.2125,6900.0,18,0.12,0.18635,0.0425,1,0.0
11555,1380.67,0.5791,3100.0,36,0.1934,0.18635,0.0425,0,
11556,953.72,0.9158,7500.0,36,0.2387,0.18635,0.0425,0,
11557,3740.57,0.1223,10400.0,36,0.12,0.18635,0.0425,1,0.0
11558,1541.5,0.8261,7400.0,36,0.2477,0.18635,0.0425,1,0.0
11559,1999.79,0.6666,12800.0,24,0.1894,0.18635,0.0425,1,0.0
11560,1411.27,0.6494,7400.0,12,0.1853,0.18635,0.0425,0,
11561,4018.02,0.4294,7100.0,36,0.1576,0.18635,0.0425,1,0.0
11562,3176.91,0.5021,13600.0,36,0.1767,0.18635,0.0425,0,
11563,1732.07,0.2289,12000.0,36,0.12,0.18635,0.0425,0,
11564,1028.96,0.5203,4400.0,36,0.2048,0.18635,0.0425,1,0.0
11565,1633.03,0.1386,7200.0,18,0.1556,0.18635,0.0425,1,0.0
11566,2715.48,0.2551,20500.0,24,0.1937,0.18635,0.0425,1,0.0
11567,2197.7,0.3069,14500.0,36,0.1259,0.18635,0.0425,1,0.0
11568,2102.88,0.5198,7400.0,24,0.1668,0.18635,0.0425,1,0.0
11569,2225.99,0.5383,22200.0,18,0.1643,0.18635,0.0425,0,
11570,3014.92,0.1524,8600.0,48,0.121,0.18635,0.0425,1,0.0
11571,1934.02,0.2211,6600.0,36,0.12,0.18635,0.0425,1,0.0
11572,2540.47,0.22,12200.0,18,0.1285,0.18635,0.0425,1,0.0
11573,1145.17,0.8869,7300.0,48,0.2615,0.18635,0.0425,1,1.0
11574,8157.65,0.0337,74600.0,36,0.12,0.18635,0.0425,1,0.0
11575,1691.15,0.7611,5900.0,48,0.2429,0.18635,0.0425,1,0.0
11576,2216.01,0.5342,10800.0,36,0.1867,0.18635,0.0425,0,
11577,2709.94,0.0951,27000.0,24,0.12,0.18635,0.0425,1,0.0
11578,1576.21,0.8505,12400.0,36,0.2602,0.18635,0.0425,0,
11579,1988.04,0.1067,11600.0,24,0.1244,0.18635,0.0425,1,0.0
11580,1974.7,0.3796,10400.0,36,0.1532,0.18635,0.0425,1,0.0
11581,1192.4,0.832,2000.0,36,0.2452,0.18635,0.0425,0,
11582,2524.43,0.3697,16000.0,36,0.12,0.18635,0.0425,1,0.0
11583,930.0,0.9128,3400.0,48,0.2408,0.18635,0.0425,0,
11584,5231.57,0.1867,44000.0,36,0.12,0.18635,0.0425,1,0.0
11585,3072.6,0.2774,15700.0,60,0.12,0.18635,0.0425,1,0.0
11586,2821.35,0.4077,5600.0,60,0.1881,0.18635,0.0425,0,
11587,930.0,0.9306,2300.0,18,0.2505,0.18635,0.0425,0,
11588,1275.51,0.7705,16800.0,36,0.2314,0.18635,0.0425,0,
11589,4276.87,0.4318,28200.0,36,0.1577,0.18635,0.0425,0,
11590,19781.16,0.0271,67200.0,12,0.12,0.18635,0.0425,1,0.0
11591,3839.28,0.4808,20200.0,24,0.1587,0.18635,0.0425,1,0.0
11592,3517.71,0.055,14700.0,24,0.12,0.18635,0.0425,1,0.0
11593,2648.3,0.2743,22100.0,24,0.1487,0.18635,0.0425,1,0.0
11594,1237.22,0.6128,8600.0,48,0.2021,0.18635,0.0425,0,
11595,3437.17,0.2434,57300.0,24,0.1409,0.18635,0.0425,1,0.0
11596,1074.85,0.7002,6100.0,60,0.2351,0.18635,0.0425,1,0.0
11597,1011.59,0.5764,2300.0,48,0.1721,0.18635,0.0425,0,
11598,976.89,0.7596,2000.0,36,0.2301,0.18635,0.0425,1,0.0
11599,3400.3,0.0606,3000.0,60,0.12,0.18635,0.0425,1,0.0
11600,1917.41,0.5395,15200.0,12,0.1354,0.18635,0.0425,0,
11601,2093.3,0.3396,10600.0,24,0.1296,0.18635,0.0425,0,
11602,1962.6,0.3469,8200.0,18,0.1275,0.18635,0.0425,1,0.0
11603,1060.34,0.9102,2700.0,18,0.2698,0.18635,0.0425,0,
11604,1364.63,0.6906,6200.0,48,0.2063,0.18635,0.0425,1,0.0
11605,1403.23,0.9326,9800.0,36,0.2722,0.18635,0.0425,0,
11606,930.0,0.8573,4000.0,60,0.2567,0.18635,0.0425,0,
11607,1496.64,0.7167,13000.0,24,0.1923,0.18635,0.0425,0,
11608,1086.77,0.8416,12500.0,60,0.2198,0.18635,0.0425,0,
11609,2726.83,0.4447,14400.0,36,0.1703,0.18635,0.0425,1,0.0
11610,2855.74,0.2244,11400.0,24,0.12,0.18635,0.0425,1,0.0
11611,966.06,0.9219,3700.0,36,0.2418,0.18635,0.0425,0,
11612,1679.21,0.189,8600.0,48,0.1325,0.18635,0.0425,1,0.0
11613,5540.15,0.0625,29100.0,12,0.12,0.18635,0.0425,1,0.0
11614,1149.09,0.8824,6600.0,24,0.2092,0.18635,0.0425,0,
11615,2507.76,0.25,4000.0,12,0.12,0.18635,0.0425,1,1.0
11616,2098.72,0.2561,11700.0,36,0.148,0.18635,0.0425,1,0.0
11617,3628.55,0.1669,20000.0,12,0.12,0.18635,0.0425,1,0.0
11618,2331.83,0.6703,15900.0,36,0.1959,0.18635,0.0425,0,
11619,1558.39,0.1578,11600.0,18,0.12,0.18635,0.0425,1,0.0
11620,2054.09,0.3396,18500.0,18,0.1588,0.18635,0.0425,1,0.0
11621,2070.8,0.7693,12100.0,36,0.2081,0.18635,0.0425,0,
11622,1881.31,0.4881,14000.0,18,0.1796,0.18635,0.0425,0,
11623,952.51,0.8621,5600.0,12,0.2277,0.18635,0.0425,0,
11624,3943.71,0.1943,35200.0,24,0.1201,0.18635,0.0425,1,0.0
11625,3575.71,0.4966,16600.0,24,0.1933,0.18635,0.0425,0,
11626,1109.37,0.7743,3800.0,24,0.2515,0.18635,0.0425,1,0.0
11627,1675.41,0.7755,8400.0,36,0.2236,0.18635,0.0425,0,
11628,1747.17,0.6612,17500.0,24,0.2195,0.18635,0.0425,0,
11629,1042.38,0.7374,3700.0,24,0.2296,0.18635,0.0425,1,0.0
11630,930.0,0.8947,9200.0,36,0.2404,0.18635,0.0425,1,1.0
11631,1364.73,0.757,8200.0,12,0.198,0.18635,0.0425,1,0.0
11632,1624.47,0.4144,12800.0,12,0.1812,0.18635,0.0425,0,
11633,930.0,0.9277,5900.0,48,0.2576,0.18635,0.0425,0,
11634,2183.54,0.6207,11400.0,36,0.192,0.18635,0.0425,0,
11635,3772.1,0.4833,5900.0,24,0.1797,0.18635,0.0425,0,
11636,3157.49,0.4702,10800.0,24,0.209,0.18635,0.0425,0,
11637,1845.16,0.5184,29200.0,24,0.1348,0.18635,0.0425,1,0.0
11638,930.0,0.7357,2000.0,48,0.2577,0.18635,0.0425,1,1.0
11639,2943.73,0.5033,25100.0,60,0.1707,0.18635,0.0425,1,0.0
11640,2146.82,0.3253,3100.0,24,0.1397,0.18635,0.0425,0,
11641,2504.58,0.365,27400.0,36,0.126,0.18635,0.0425,0,
11642,5791.59,0.2989,40300.0,18,0.12,0.18635,0.0425,1,0.0
11643,1252.88,0.7013,3600.0,36,0.222,0.18635,0.0425,0,
11644,930.0,0.6151,2800.0,60,0.1886,0.18635,0.0425,0,
11645,1103.69,0.9605,5500.0,12,0.2527,0.18635,0.0425,1,0.0
11646,2591.74,0.074,3500.0,12,0.12,0.18635,0.0425,1,0.0
11647,2009.21,0.6529,17700.0,48,0.1664,0.18635,0.0425,0,
11648,1008.76,0.9585,3300.0,24,0.2613,0.18635,0.0425,1,0.0
11649,930.0,0.8212,2000.0,36,0.2394,0.18635,0.0425,0,
11650,1626.09,0.4112,13100.0,24,0.1688,0.18635,0.0425,1,0.0
11651,991.87,0.8589,2000.0,12,0.2489,0.18635,0.0425,1,1.0
11652,2641.93,0.2945,12300.0,24,0.1321,0.18635,0.0425,1,0.0
11653,1575.65,0.1707,3900.0,18,0.12,0.18635,0.0425,1,0.0
11654,1398.03,0.6431,8700.0,24,0.2196,0.18635,0.0425,1,0.0
11655,1299.97,0.1158,11600.0,18,0.12,0.18635,0.0425,1,0.0
11656,2290.38,0.1791,3000.0,48,0.12,0.18635,0.0425,1,0.0
11657,2026.76,0.4878,18200.0,24,0.1555,0.18635,0.0425,1,0.0
11658,2214.0,0.3829,9500.0,36,0.1666,0.18635,0.0425,0,
11659,2187.36,0.5398,5000.0,60,0.2048,0.18635,0.0425,1,0.0
11660,1901.76,0.4722,4200.0,60,0.1552,0.18635,0.0425,0,
11661,1116.2,0.671,4800.0,36,0.2389,0.18635,0.0425,1,1.0
11662,1320.23,0.7893,2000.0,24,0.2503,0.18635,0.0425,1,0.0
11663,1590.36,0.8698,6700.0,36,0.2876,0.18635,0.0425,0,
11664,6221.37,0.0239,28300.0,36,0.12,0.18635,0.0425,1,0.0
11665,936.94,0.6624,6100.0,48,0.2056,0.18635,0.0425,0,
11666,1569.07,0.8771,13300.0,36,0.2237,0.18635,0.0425,0,
11667,2090.29,0.4418,14200.0,48,0.1699,0.18635,0.0425,1,0.0
11668,1672.99,0.3508,16900.0,12,0.12,0.18635,0.0425,1,0.0
11669,3590.68,0.1053,9100.0,60,0.12,0.18635,0.0425,1,0.0
11670,1668.2,0.7524,10000.0,36,0.2283,0.18635,0.0425,0,
11671,1738.04,0.3426,10900.0,60,0.1305,0.18635,0.0425,1,0.0
11672,3109.73,0.284,31000.0,48,0.1252,0.18635,0.0425,1,0.0
11673,5402.57,0.0776,33700.0,36,0.12,0.18635,0.0425,1,0.0
11674,4320.14,0.3338,13000.0,12,0.1481,0.18635,0.0425,1,0.0
11675,1834.98,0.9887,8700.0,18,0.2699,0.18635,0.0425,1,1.0
11676,1925.83,0.7087,11600.0,18,0.2073,0.18635,0.0425,1,0.0
11677,2031.39,0.3685,3500.0,24,0.15,0.18635,0.0425,1,0.0
11678,2147.55,0.5212,23000.0,48,0.1936,0.18635,0.0425,1,0.0
11679,1237.32,0.5997,5900.0,18,0.2033,0.18635,0.0425,1,0.0
11680,3327.32,0.1034,44300.0,60,0.12,0.18635,0.0425,1,0.0
11681,2219.72,0.5348,4200.0,36,0.1903,0.18635,0.0425,0,
11682,1930.81,0.6307,5100.0,36,0.1811,0.18635,0.0425,1,0.0
11683,978.19,0.9769,6300.0,60,0.2695,0.18635,0.0425,0,
11684,2049.0,0.8216,7800.0,36,0.198,0.18635,0.0425,0,
11685,930.0,0.9527,7700.0,18,0.2571,0.18635,0.0425,0,
11686,1433.73,0.5459,7200.0,24,0.1701,0.18635,0.0425,1,1.0
11687,1448.56,0.7387,7100.0,36,0.1978,0.18635,0.0425,1,0.0
11688,2320.9,0.5617,11000.0,60,0.1783,0.18635,0.0425,0,
11689,5613.72,0.1795,11600.0,12,0.1276,0.18635,0.0425,1,0.0
11690,2718.13,0.539,13900.0,24,0.1666,0.18635,0.0425,1,0.0
11691,4419.25,0.0703,11200.0,36,0.12,0.18635,0.0425,1,0.0
11692,2830.89,0.3094,38600.0,36,0.1661,0.18635,0.0425,1,0.0
11693,3693.85,0.0938,3600.0,48,0.12,0.18635,0.0425,0,
11694,5543.43,0.5129,30500.0,60,0.2011,0.18635,0.0425,1,1.0
11695,1319.17,0.5952,7800.0,36,0.1723,0.18635,0.0425,1,0.0
11696,1272.28,0.8144,8200.0,48,0.2573,0.18635,0.0425,0,
11697,2868.18,0.388,21400.0,60,0.1678,0.18635,0.0425,1,0.0
11698,1975.4,0.2149,2900.0,18,0.1329,0.18635,0.0425,0,
11699,2236.7,0.5455,13500.0,36,0.1939,0.18635,0.0425,0,
11700,1724.48,0.4638,7900.0,24,0.1869,0.18635,0.0425,0,
11701,1422.16,0.8552,5900.0,48,0.2418,0.18635,0.0425,1,0.0
11702,4862.47,0.1303,39000.0,18,0.12,0.18635,0.0425,1,0.0
11703,1075.65,0.95,10100.0,48,0.2783,0.18635,0.0425,0,
11704,2896.28,0.3316,5400.0,24,0.174,0.18635,0.0425,1,0.0
11705,2647.2,0.2785,12700.0,24,0.1879,0.18635,0.0425,0,
11706,930.0,0.6357,6700.0,36,0.2042,0.18635,0.0425,0,
11707,1248.74,0.8645,6300.0,24,0.2313,0.18635,0.0425,1,1.0
11708,1370.73,0.7966,12400.0,48,0.2305,0.18635,0.0425,1,0.0
11709,2707.11,0.5075,8000.0,48,0.1603,0.18635,0.0425,1,0.0
11710,1614.92,0.6772,13900.0,12,0.2081,0.18635,0.0425,0,
11711,1887.69,0.7536,7300.0,18,0.2236,0.18635,0.0425,1,0.0
11712,930.0,0.9786,2300.0,36,0.275,0.18635,0.0425,0,
11713,7189.06,0.1607,36600.0,36,0.12,0.18635,0.0425,1,0.0
11714,2059.15,0.5045,8900.0,12,0.1807,0.18635,0.0425,0,
11715,2610.43,0.4041,4500.0,24,0.1258,0.18635,0.0425,0,
11716,1466.72,0.5349,7100.0,12,0.1653,0.18635,0.0425,0,
11717,1378.4,0.4956,10800.0,24,0.1519,0.18635,0.0425,0,
11718,5716.87,0.147,55700.0,18,0.12,0.18635,0.0425,0,
11719,930.0,0.9626,6700.0,48,0.2273,0.18635,0.0425,0,
11720,2310.18,0.3364,6500.0,48,0.1662,0.18635,0.0425,1,0.0
11721,1011.08,0.8168,5900.0,48,0.2493,0.18635,0.0425,0,
11722,1581.28,0.6879,2400.0,12,0.2154,0.18635,0.0425,0,
11723,1389.55,0.3982,9300.0,36,0.131,0.18635,0.0425,1,0.0
11724,1145.77,0.6831,7300.0,36,0.209,0.18635,0.0425,1,0.0
11725,2018.72,0.4721,5600.0,36,0.1376,0.18635,0.0425,1,0.0
11726,930.0,0.8175,3500.0,12,0.2541,0.18635,0.0425,0,
11727,1661.75,0.3956,9200.0,18,0.1528,0.18635,0.0425,1,0.0
11728,1882.77,0.7004,11900.0,18,0.245,0.18635,0.0425,0,
11729,931.53,0.9269,7500.0,18,0.2885,0.18635,0.0425,0,
11730,4580.97,0.1822,6900.0,36,0.12,0.18635,0.0425,1,0.0
11731,1423.58,0.8737,2000.0,24,0.2647,0.18635,0.0425,0,
11732,1735.2,0.5937,2300.0,24,0.2252,0.18635,0.0425,0,
11733,1425.35,0.6584,8000.0,36,0.1752,0.18635,0.0425,1,0.0
11734,1891.9,0.5544,13400.0,36,0.179,0.18635,0.0425,0,
11735,4088.57,0.2439,16200.0,24,0.12,0.18635,0.0425,1,0.0
11736,7800.06,0.0107,28900.0,60,0.12,0.18635,0.0425,1,0.0
11737,2993.01,0.1457,7400.0,36,0.12,0.18635,0.0425,0,
11738,3618.72,0.2431,26800.0,36,0.1255,0.18635,0.0425,1,0.0
11739,5127.37,0.1122,27000.0,18,0.12,0.18635,0.0425,0,
11740,2272.35,0.1656,14100.0,36,0.12,0.18635,0.0425,1,0.0
11741,4728.16,0.2282,19800.0,36,0.1318,0.18635,0.0425,0,
11742,3071.63,0.5205,11700.0,60,0.1769,0.18635,0.0425,0,
11743,2143.96,0.4148,9900.0,36,0.1486,0.18635,0.0425,1,0.0
11744,2403.87,0.3154,10500.0,48,0.1314,0.18635,0.0425,1,0.0
11745,930.0,0.764,8700.0,36,0.2444,0.18635,0.0425,0,
11746,2327.5,0.246,5300.0,24,0.132,0.18635,0.0425,1,0.0
11747,930.0,0.9165,7000.0,36,0.2443,0.18635,0.0425,0,
11748,930.0,0.9557,3000.0,60,0.3035,0.18635,0.0425,0,
11749,2202.88,0.601,8200.0,24,0.1938,0.18635,0.0425,0,
11750,1067.2,0.6874,6000.0,18,0.1968,0.18635,0.0425,1,0.0
11751,1971.64,0.7278,13700.0,24,0.2037,0.18635,0.0425,0,
11752,2137.37,0.861,9000.0,48,0.2561,0.18635,0.0425,0,
11753,2190.91,0.4237,4700.0,12,0.1773,0.18635,0.0425,0,
11754,1198.97,0.8441,13500.0,60,0.2684,0.18635,0.0425,0,
11755,3258.1,0.6722,5300.0,36,0.2245,0.18635,0.0425,0,
11756,1883.87,0.521,4200.0,36,0.1856,0.18635,0.0425,1,0.0
11757,2527.91,0.4795,25200.0,18,0.1484,0.18635,0.0425,1,0.0
11758,1019.56,0.448,8700.0,36,0.1821,0.18635,0.0425,1,0.0
11759,1793.07,0.5436,18700.0,12,0.1876,0.18635,0.0425,0,
11760,3637.43,0.1383,11700.0,36,0.12,0.18635,0.0425,1,0.0
11761,3389.86,0.2542,9100.0,24,0.1291,0.18635,0.0425,0,
11762,1272.14,0.831,10000.0,36,0.2364,0.18635,0.0425,1,0.0
11763,1462.71,0.7659,3100.0,24,0.2249,0.18635,0.0425,1,0.0
11764,1144.05,0.5351,3100.0,24,0.1865,0.18635,0.0425,0,
11765,1375.51,0.5203,2300.0,36,0.1748,0.18635,0.0425,1,0.0
11766,930.0,0.959,2900.0,60,0.2361,0.18635,0.0425,0,
11767,1833.44,0.8123,4500.0,60,0.2753,0.18635,0.0425,1,0.0
11768,2812.0,0.622,5400.0,36,0.1802,0.18635,0.0425,1,0.0
11769,1280.81,0.4802,6200.0,18,0.1326,0.18635,0.0425,1,0.0
11770,1882.44,0.8689,6800.0,12,0.2369,0.18635,0.0425,0,
11771,1751.62,0.384,10600.0,60,0.1273,0.18635,0.0425,0,
11772,3553.34,0.1691,7800.0,36,0.165,0.18635,0.0425,1,0.0
11773,1410.12,0.6523,4300.0,36,0.1998,0.18635,0.0425,1,0.0
11774,1438.85,0.7696,2100.0,12,0.2456,0.18635,0.0425,0,
11775,1238.23,0.4662,4400.0,60,0.1687,0.18635,0.0425,1,0.0
11776,1053.43,0.7831,8300.0,18,0.1854,0.18635,0.0425,1,1.0
11777,2654.49,0.7051,18700.0,36,0.2344,0.18635,0.0425,1,0.0
11778,1836.56,0.806,7900.0,24,0.2103,0.18635,0.0425,1,0.0
11779,2040.52,0.8366,27100.0,24,0.2494,0.18635,0.0425,0,
11780,4013.31,0.0658,6200.0,24,0.12,0.18635,0.0425,1,0.0
11781,4143.2,0.0499,35100.0,24,0.12,0.18635,0.0425,1,0.0
11782,930.0,0.6404,2100.0,24,0.1978,0.18635,0.0425,1,0.0
11783,2835.01,0.3614,12700.0,12,0.1404,0.18635,0.0425,1,0.0
11784,2243.27,0.7708,14500.0,12,0.2262,0.18635,0.0425,0,
11785,1532.43,0.8393,4300.0,24,0.2285,0.18635,0.0425,0,
11786,2373.86,0.6581,7600.0,12,0.1575,0.18635,0.0425,1,0.0
11787,930.0,0.8467,7900.0,24,0.2569,0.18635,0.0425,0,
11788,4454.28,0.0447,21400.0,18,0.12,0.18635,0.0425,1,0.0
11789,2633.61,0.1258,4400.0,24,0.12,0.18635,0.0425,1,0.0
11790,1225.13,0.8269,4500.0,36,0.2083,0.18635,0.0425,0,
11791,1430.74,0.9517,4200.0,24,0.2543,0.18635,0.0425,0,
11792,930.0,0.9443,2000.0,24,0.2659,0.18635,0.0425,0,
11793,1663.16,0.3177,2800.0,60,0.12,0.18635,0.0425,1,0.0
11794,1514.57,0.5968,8300.0,24,0.2037,0.18635,0.0425,1,0.0
11795,949.35,0.8781,2400.0,24,0.2664,0.18635,0.0425,0,
11796,3045.01,0.3919,42400.0,36,0.1363,0.18635,0.0425,1,0.0
11797,4018.12,0.3307,23000.0,12,0.1628,0.18635,0.0425,0,
11798,1949.63,0.784,15500.0,24,0.2182,0.18635,0.0425,1,1.0
11799,1670.84,0.1601,2000.0,12,0.12,0.18635,0.0425,1,0.0
11800,2519.39,0.1016,14400.0,24,0.12,0.18635,0.0425,0,
11801,1958.0,0.7106,9700.0,48,0.2382,0.18635,0.0425,1,0.0
11802,1086.25,0.9563,6800.0,18,0.2594,0.18635,0.0425,1,1.0
11803,1378.36,0.6583,2000.0,24,0.2312,0.18635,0.0425,0,
11804,1679.4,0.6344,19700.0,36,0.1823,0.18635,0.0425,0,
11805,2271.49,0.2956,9800.0,60,0.1777,0.18635,0.0425,1,0.0
11806,1989.71,0.3074,8600.0,36,0.12,0.18635,0.0425,1,0.0
11807,2224.35,0.726,10600.0,48,0.2291,0.18635,0.0425,0,
11808,930.0,0.5946,2500.0,18,0.1834,0.18635,0.0425,1,1.0
11809,2862.47,0.4061,30600.0,12,0.12,0.18635,0.0425,0,
11810,1983.19,0.3638,2000.0,24,0.1539,0.18635,0.0425,1,0.0
11811,8152.48,0.0628,27900.0,36,0.12,0.18635,0.0425,0,
11812,1596.58,0.3986,5600.0,24,0.1728,0.18635,0.0425,1,0.0
11813,2368.3,0.8842,6500.0,36,0.2396,0.18635,0.0425,0,
11814,9503.41,0.0175,38000.0,36,0.12,0.18635,0.0425,1,0.0
11815,2204.36,0.6583,7500.0,36,0.2201,0.18635,0.0425,1,0.0
11816,1906.58,0.5149,4600.0,48,0.1718,0.18635,0.0425,0,
11817,1145.17,0.4937,5100.0,18,0.1605,0.18635,0.0425,0,
11818,4619.36,0.2789,23100.0,24,0.1319,0.18635,0.0425,0,
11819,1040.89,0.9155,15600.0,48,0.2872,0.18635,0.0425,0,
11820,2508.43,0.4801,6000.0,24,0.1578,0.18635,0.0425,0,
11821,1522.3,0.7404,8700.0,48,0.2164,0.18635,0.0425,1,0.0
11822,1782.15,0.7904,10000.0,18,0.2105,0.18635,0.0425,1,0.0
11823,930.0,0.8259,7100.0,24,0.2403,0.18635,0.0425,0,
11824,4168.66,0.1554,28900.0,48,0.1243,0.18635,0.0425,1,0.0
11825,1696.84,0.4796,2100.0,36,0.1367,0.18635,0.0425,0,
11826,1009.07,0.9096,3900.0,18,0.2491,0.18635,0.0425,0,
11827,3964.76,0.3814,9000.0,36,0.1691,0.18635,0.0425,1,0.0
11828,1496.7,0.683,3800.0,36,0.1994,0.18635,0.0425,0,
11829,2382.99,0.4757,4100.0,60,0.1549,0.18635,0.0425,0,
11830,3156.26,0.3284,12200.0,36,0.1266,0.18635,0.0425,1,0.0
11831,2574.54,0.5498,15100.0,24,0.1954,0.18635,0.0425,0,
11832,930.0,0.7914,9200.0,36,0.2336,0.18635,0.0425,0,
11833,2910.71,0.5433,13800.0,18,0.2036,0.18635,0.0425,0,
11834,1872.02,0.573,4800.0,36,0.1786,0.18635,0.0425,0,
11835,1649.32,0.6788,8400.0,48,0.2102,0.18635,0.0425,0,
11836,1863.26,0.5537,11500.0,36,0.1816,0.18635,0.0425,1,0.0
11837,930.0,0.6173,8400.0,36,0.2046,0.18635,0.0425,0,
11838,2202.02,0.7578,5000.0,18,0.1927,0.18635,0.0425,0,
11839,930.0,0.983,2000.0,18,0.27,0.18635,0.0425,0,
11840,1689.29,0.7281,8900.0,60,0.2272,0.18635,0.0425,0,
11841,2158.61,0.7349,9600.0,24,0.1552,0.18635,0.0425,1,0.0
11842,3590.82,0.8577,13100.0,48,0.2332,0.18635,0.0425,0,
11843,1256.5,0.3264,5400.0,48,0.1375,0.18635,0.0425,0,
11844,4427.06,0.0978,10300.0,12,0.12,0.18635,0.0425,0,
11845,3346.3,0.1502,3700.0,48,0.1293,0.18635,0.0425,1,0.0
11846,1560.02,0.6997,10600.0,18,0.2577,0.18635,0.0425,0,
11847,1070.36,0.7197,7100.0,48,0.22,0.18635,0.0425,0,
11848,930.0,0.8895,2000.0,24,0.2635,0.18635,0.0425,0,
11849,2301.37,0.2531,9500.0,48,0.12,0.18635,0.0425,0,
11850,1315.19,0.676,8400.0,24,0.2231,0.18635,0.0425,0,
11851,3849.22,0.2095,22800.0,24,0.12,0.18635,0.0425,1,0.0
11852,1357.99,0.6937,3800.0,36,0.2514,0.18635,0.0425,1,0.0
11853,1201.27,0.4139,6000.0,48,0.185,0.18635,0.0425,1,0.0
11854,2253.22,0.4036,4800.0,24,0.157,0.18635,0.0425,0,
11855,1353.09,0.8692,9800.0,60,0.2398,0.18635,0.0425,0,
11856,1988.84,0.4272,7800.0,48,0.1622,0.18635,0.0425,1,0.0
11857,3419.71,0.1678,17400.0,24,0.12,0.18635,0.0425,1,0.0
11858,2112.38,0.5148,11900.0,12,0.1799,0.18635,0.0425,1,0.0
11859,2116.76,0.4906,8400.0,18,0.1478,0.18635,0.0425,1,0.0
11860,2217.92,0.7062,12500.0,36,0.2428,0.18635,0.0425,1,0.0
11861,930.0,0.8272,6800.0,48,0.2269,0.18635,0.0425,0,
11862,2459.83,0.6909,5700.0,60,0.2243,0.18635,0.0425,0,
11863,2163.0,0.5287,18000.0,24,0.1334,0.18635,0.0425,0,
11864,3247.66,0.4175,10700.0,12,0.1401,0.18635,0.0425,1,0.0
11865,2769.71,0.1617,16100.0,36,0.1412,0.18635,0.0425,1,0.0
11866,1769.73,0.2213,6900.0,24,0.1253,0.18635,0.0425,1,0.0
11867,3508.85,0.4943,18500.0,36,0.205,0.18635,0.0425,1,0.0
11868,1682.94,0.5996,13400.0,24,0.1922,0.18635,0.0425,0,
11869,2270.19,0.5178,10100.0,36,0.1702,0.18635,0.0425,1,0.0
11870,1665.75,0.4891,9300.0,18,0.1905,0.18635,0.0425,1,0.0
11871,2557.07,0.3569,23700.0,18,0.1477,0.18635,0.0425,1,0.0
11872,1606.48,0.708,5400.0,18,0.212,0.18635,0.0425,1,0.0
11873,4935.24,0.1205,12800.0,60,0.132,0.18635,0.0425,1,0.0
11874,6058.52,0.1075,46300.0,48,0.1284,0.18635,0.0425,0,
11875,3213.7,0.0712,13000.0,48,0.12,0.18635,0.0425,1,0.0
11876,4652.86,0.2739,17200.0,36,0.12,0.18635,0.0425,1,0.0
11877,930.0,0.8031,7800.0,24,0.169,0.18635,0.0425,0,
11878,930.0,0.7602,2600.0,18,0.2117,0.18635,0.0425,0,
11879,1656.16,0.4987,9700.0,36,0.1689,0.18635,0.0425,1,0.0
11880,2025.21,0.575,20600.0,24,0.1712,0.18635,0.0425,0,
11881,1773.41,0.2533,3900.0,36,0.12,0.18635,0.0425,1,0.0
11882,930.0,0.9771,9600.0,24,0.2841,0.18635,0.0425,0,
11883,3748.61,0.4467,13200.0,12,0.1377,0.18635,0.0425,0,
11884,6536.12,0.0408,24100.0,36,0.12,0.18635,0.0425,1,0.0
